"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"OR","M","PORTland","05DEC2013","other","          43","0.7924476204"
"NV","F","Las Vegas","16MAY2013","fulltime","          52","0.7904072617"
"Wyoming","F","CHeyenne","25JUL2013","parttime","          34","0.4433843891"
"WA","M","Seattle","12DEC2012","fulltime","          63","0.8584021236"
"CA","M","San Francisco","30NOV2013","fulltime","          34","0.2990052855"
"OR","F","PORTland","05NOV2012","other","          40","0.2149577878"
"Nevada","M","Las Vegas","10FEB2012","fulltime","          56","0.2287093095"
"AZ","F","Tucson","09MAY2013","fulltime","          55","0.4751794084"
"CA","M","San Francisco","05APR2012","fulltime","          34","0.4292893877"
"NV","M","Las Vegas","04JAN2014","fulltime","          29","0.3616805656"
"ID","F","BOISE","09MAY2013","parttime","          55","0.5160098944"
"CA","M","San Jose","09FEB2014","fulltime","          36","0.0788772777"
"ID","F","BOISE","27OCT2013","parttime","          29","0.6717607852"
"AZ","M","Tucson","15MAY2012","fulltime","          28","0.5099928954"
"Arizona","M","Tucson","30JUN2012","fulltime","          38","0.4865177057"
"WA","F","Seatlle","15NOV2013","fulltime","          28","0.8951605167"
"CA","F","San Diego","18MAY2014","fulltime","          38","0.2538312018"
"ID","M","BOISE","30NOV2013","parttime","          46","0.4281277272"
"WA","M","Seattle","06MAY2014","fulltime","          28"," 0.652190232"
"CA","M","San Francisco","25JUL2013","fulltime","          30","0.0305167362"
"WA","F","Seatlle","30MAR2013","fulltime","          55","0.3346433073"
"CA","F","San Francisco","06SEP2012","fulltime","          31","0.5917944217"
"OR","M","PORTland","25NOV2013","other","          32","0.1682232754"
"CA","M","San Francisco","28AUG2012","fulltime","          39","0.9295937554"
"CA","M","San Diego","28MAR2014","fulltime","          29","0.4833323441"
"WA","M","Seattle","30MAR2013","fulltime","          30","0.6259731337"
"CO","M","Denver","06APR2014","fulltime","          58","0.7062372922"
"UT","M","provo","15JUN2012","fulltime","          44","0.2754396974"
"CA","M","San Francisco","08OCT2012","fulltime","          43","0.5548550186"
"CA","M","San Francisco","05APR2012","fulltime","          60","0.5706761682"
"CA","F","San Jose","05DEC2013","fulltime","          35","0.4656926978"
"CO","F","Denver","20JUN2013","fulltime","          28","0.3243814131"
"OR","F","PORTland","05OCT2013","other","          38","0.2003232013"
"CO","M","Denver","27OCT2013","parttime","          46","0.8458248246"
"OR","M","PORTland","12DEC2012","other","          41","0.9050002903"
"CO","F","Denver","30MAR2013","fulltime","          36","0.1361305863"
"CA","Woman","Los Angeles","13JAN2014","fulltime","          40","0.5329867469"
"NV","M","Las Vegas","17APR2012","fulltime","          54","  0.85622444"
"CA","F","San Jose","05DEC2013","fulltime","          26","0.8473296733"
"OR","M","PORTland","08DEC2013","other","          34","0.8865165896"
"ID","M","BOISE","06APR2014","fulltime","          34","0.7261555543"
"Nevada","F","Las Vegas","05APR2012","fulltime","          31","0.1247699652"
"CA","F","San Francisco","04JAN2014","fulltime","          38"," 0.994692455"
"CA","M","San Francisco","08MAR2012","fulltime","          29","0.5400416639"
"AZ","F","Phoenix","01APR2013","other","          45","0.2179767975"
"CA","M","San Diego","18DEC2012","fulltime","          36","0.1545366459"
"CA","F","San Francisco","16APR2014","fulltime","          34","0.4682607755"
"CA","M","San Diego","15JAN2012","fulltime","          29","0.8251198045"
"CA","Male","Los Angeles","27OCT2013","fulltime","          36","0.1112896568"
"CA","M","Los Angeles","06JUL2013","fulltime","          29","0.6056787067"
"UT","M","provo","19SEP2013","fulltime","          28","0.6602260706"
"WA","M","Seattle","01OCT2012","fulltime","          41","0.3880878693"
"OR","M","PORTland","18DEC2012","other","          41","0.0054539242"
"AZ","M","Phoenix","08MAY2013","fulltime","          29","0.5491807705"
"CO","F","Denver","03APR2014","parttime","          26","  0.00453537"
"CA","M","San Diego","09MAY2013","fulltime","          28","0.3154104386"
"AZ","M","Phoenix","14OCT2013","fulltime","          35","0.7507394118"
"AZ","M","Phoenix","07FEB2012","fulltime","          54","0.2222041689"
"AZ","F","Phoenix","25AUG2012","other","          32","0.7152590476"
"NV","M","Las Vegas","06DEC2012","fulltime","          29","0.6991511233"
"CA","M","San Diego","07FEB2012","fulltime","          53","0.7266285171"
"CA","F","San Francisco","24APR2013","fulltime","          28","0.5346381038"
"ID","M","BOISE","13AUG2013","fulltime","          44","0.9044966078"
"CA","Male","Los Angeles","19FEB2013","fulltime","          32","0.2998725224"
"CA","M","San Diego","01JAN2012","fulltime","          39"," 0.984618457"
"UT","F","provo","30MAR2012","fulltime","          26","0.4740236814"
"Washington","M","Seattle","01MAY2012","fulltime","          34","0.9114043251"
"AZ","M","Tucson","10OCT2013","fulltime","          30","0.6357888838"
"CO","M","Denver","31OCT2012","parttime","          55","0.8373057818"
"CA","M","San Diego","06JUL2013","fulltime","          28","0.9410356804"
"CA","Male","Los Angeles","30MAR2012","fulltime","          29","0.1668183963"
"CA","M","San Jose","08DEC2013","fulltime","          31","0.9079942973"
"CA","F","San Jose","28NOV2013","fulltime","          37","0.0597432368"
"WA","F","Seatlle","26JAN2012","fulltime","          37"," 0.439114596"
"UT","M","provo","01JAN2012","fulltime","          28","0.1002043696"
"WY","F","CHeyenne","01APR2013","parttime","          31","0.8107480369"
"CA","M","San Francisco","08DEC2013","fulltime","          37","0.1972365385"
"Washington","F","Seatlle","03APR2012","fulltime","          33","0.2999502887"
"OR","M","PORTland","30MAR2013","other","          29"," 0.623776093"
"UT","F","provo","15MAR2012","fulltime","          61","0.7970844683"
"UT","M","provo","18MAY2014","fulltime","          53","0.3548923169"
"Washington","M","Seattle","30MAR2013","fulltime","          26","0.5929543705"
"WA","M","Seattle","08JUN2012","fulltime","          29","0.8231732565"
"OR","M","PORTland","19JAN2014","other","          29","0.6150405461"
"CA","Male","Los Angeles","21NOV2012","fulltime","          30","0.0468236036"
"WA","M","Seattle","15MAY2012","fulltime","          52","0.1835608041"
"Arizona","M","Phoenix","21MAY2014","other","          34","0.6081100593"
"WA","F","Seatlle","27DEC2012","fulltime","          34","0.7482478091"
"Arizona","M","Phoenix","25OCT2012","fulltime","          28","0.8414728431"
"OR","M","PORTland","25AUG2012","other","          36","0.7911933161"
"AZ","F","Tucson","15MAY2012","parttime","          28","0.6749321933"
"Nevada","F","Las Vegas","04DEC2012","fulltime","          34","0.7111718099"
"OR","F","PORTland","30MAR2012","other","          36","0.2965708008"
"AZ","F","Tucson","12DEC2012","fulltime","          36","0.4706612967"
"CA","Man","Los Angeles","08MAR2012","fulltime","          28","0.1968701436"
"CO","M","Denver","15DEC2012","parttime","          40","0.5318356862"
"CA","Male","Los Angeles","19FEB2013","fulltime","          41","0.2238663836"
"Arizona","M","Tucson","21FEB2012","parttime","          35","0.0911544664"
"AZ","M","Phoenix","10FEB2012","fulltime","          46","0.0209738794"
"Arizona","F","Phoenix","08OCT2012","fulltime","          28","0.9201117074"
"AZ","F","Tucson","09MAY2013","fulltime","          30","0.6488942982"
"OR","F","PORTland","04JUN2013","other","          53","0.8472660276"
"CO","M","Denver","24SEP2012","fulltime","          28","0.8127291285"
"WY","F","CHeyenne","18JUL2012","parttime","          28"," 0.641966889"
"Washington","F","Seatlle","30MAR2013","fulltime","          28","0.3339711769"
"CA","M","San Jose","15FEB2014","fulltime","          31","0.0464611668"
"Arizona","F","Phoenix","21MAY2014","fulltime","          54","0.8849852806"
"CA","F","Los Angeles","19FEB2013","fulltime","          31","0.5813020168"
"CA","F","San Jose","04DEC2012","fulltime","          30","0.0207149573"
"UT","F","provo","20JUN2013","fulltime","          60"," 0.232444815"
"CO","M","Denver","30MAR2013","parttime","          33","0.4188893109"
"CO","F","Denver","30MAR2012","fulltime","          39","0.6499869421"
"Washington","M","Seattle","06SEP2012","fulltime","          39","0.5010570863"
"AZ","M","Tucson","24SEP2012","fulltime","          29","0.8248394764"
"WA","M","Seattle","21NOV2012","fulltime","          34"," 0.199714101"
"CA","M","San Francisco","01JUN2012","fulltime","          34","0.1344336565"
"CA","F","San Jose","10JUL2013","fulltime","          41","0.8798715826"
"UT","F","provo","21MAY2014","fulltime","          29","0.7501454683"
"OR","M","PORTland","18JUL2012","other","          28","0.7722296649"
"CA","M","Los Angeles","19FEB2013","fulltime","          36"," 0.823252466"
"CA","M","San Jose","04DEC2012","fulltime","          28","0.0546194772"
"CA","F","San Francisco","18JUL2012","fulltime","          30","0.0725463149"
"ID","M","BOISE","16APR2014","parttime","          38","0.6838001132"
"CA","Female","Los Angeles","19FEB2013","fulltime","          63","0.2628921998"
"OR","M","PORTland","31OCT2012","other","          26","0.1207093057"
"AZ","M","Phoenix","28AUG2012","fulltime","          29","0.2164559463"
"CA","F","San Jose","30MAR2013","fulltime","          61","0.2704132201"
"CA","Male","Los Angeles","18JUL2012","fulltime","          29","0.7433368702"
"Wyoming","M","CHeyenne","25NOV2013","parttime","          38","0.7194723621"
"Arizona","F","Phoenix","06MAY2014","fulltime","          50","0.1606862588"
"ID","M","BOISE","06NOV2012","fulltime","          28","0.5822190254"
"CA","F","San Francisco","08JUN2012","fulltime","          29","0.0610162872"
"Arizona","F","Phoenix","28NOV2013","fulltime","          34","0.5744953712"
"Arizona","M","Phoenix","01OCT2012","other","          28","0.2483355232"
"WA","M","Seattle","07MAR2013","fulltime","          29","0.2102367302"
"CA","F","San Diego","20JUN2013","fulltime","          59","0.9598813397"
"AZ","M","Phoenix","06JUL2013","fulltime","          31","0.3754771442"
"Nevada","F","Las Vegas","05APR2012","fulltime","          45","0.8551285015"
"CA","M","San Francisco","05OCT2013","fulltime","          45","0.4644126452"
"CA","F","Los Angeles","08MAR2012","fulltime","          28","0.2591904659"
"WA","M","Seattle","01JAN2012","fulltime","          47","0.7689360053"
"OR","F","PORTland","08OCT2012","other","          38","0.4036768965"
"UT","M","provo","18DEC2012","fulltime","          28","0.4707676035"
"ID","F","BOISE","04JUN2013","fulltime","          39","0.2871915425"
"Wyoming","F","CHeyenne","30MAR2013","parttime","          35","0.1362873656"
"Washington","F","Seatlle","30MAR2013","fulltime","          26","0.5176303585"
"Washington","M","Seattle","09FEB2014","fulltime","          26"," 0.383546787"
"CA","M","San Jose","30MAR2012","fulltime","          29","0.9381028483"
"CO","F","Denver","10FEB2012","parttime","          48","0.4319086054"
"Wyoming","M","CHeyenne","13JAN2014","parttime","          44","0.2540021056"
"CA","F","San Diego","30MAR2013","fulltime","          28"," 0.653972749"
"ID","F","BOISE","28MAR2014","parttime","          57"," 0.780596963"
"WA","F","Seatlle","13AUG2013","fulltime","          38","0.4175555359"
"CA","M","San Jose","06NOV2012","fulltime","          51","0.2330446342"
"Arizona","M","Tucson","17MAY2014","fulltime","          30","0.3883274693"
"CO","F","Denver","10NOV2013","fulltime","          41","0.2439576985"
"Arizona","M","Phoenix","15SEP2013","fulltime","          49","0.8802674971"
"CA","F","San Francisco","16MAY2014","fulltime","          37","0.0175262024"
"OR","M","PORTland","17APR2012","other","          38","0.3358930016"
"CO","F","Denver","17MAY2014","fulltime","          52","  0.11373878"
"CA","M","San Francisco","13SEP2012","fulltime","          40","0.7309394226"
"CA","F","San Francisco","04JUN2013","fulltime","          29","0.1607382769"
"CA","F","San Francisco","31OCT2012","fulltime","          28","0.2195856786"
"Arizona","F","Tucson","08OCT2012","parttime","          36","0.7681861123"
"OR","M","PORTland","14OCT2013","other","          26","0.2401702554"
"Wyoming","F","CHeyenne","15JUN2012","parttime","          41","0.7642320957"
"UT","F","provo","05APR2012","fulltime","          55","0.7842852663"
"CA","M","San Jose","04AUG2013","fulltime","          42","0.5954003728"
"ID","M","BOISE","28AUG2012","parttime","          34","0.1033076249"
"Washington","M","Seattle","10NOV2013","fulltime","          35","0.0545064635"
"AZ","M","Tucson","15MAY2012","fulltime","          28","0.5569548502"
"AZ","F","Phoenix","18MAY2014","fulltime","          36","0.3851419908"
"CA","Man","Los Angeles","15MAY2012","fulltime","          34","0.9196441732"
"AZ","M","Phoenix","11AUG2013","fulltime","          32"," 0.211406849"
"CO","F","Denver","10JUL2013","fulltime","          29","0.0054605249"
"Washington","F","Seatlle","20MAR2013","fulltime","          32","0.3608313423"
"AZ","M","Phoenix","25NOV2013","fulltime","          30","0.7056513735"
"WA","F","Seatlle","16DEC2013","fulltime","          36"," 0.982609909"
"AZ","M","Phoenix","12APR2013","fulltime","          29","0.7343170697"
"Washington","F","Seatlle","30NOV2013","fulltime","          33","0.9302110704"
"CA","F","San Diego","26JAN2012","fulltime","          33","0.6347804445"
"Wyoming","M","CHeyenne","28MAR2014","parttime","          36","0.9337340854"
"CA","Male","Los Angeles","10NOV2013","fulltime","          46","0.9712822297"
"CA","M","San Diego","30JUN2012","fulltime","          29","0.8643890595"
"Washington","F","Seatlle","16JUL2012","fulltime","          36"," 0.605182879"
"CA","M","Los Angeles","15MAY2012","fulltime","          34","0.9210860883"
"Arizona","F","Tucson","12DEC2012","fulltime","          26"," 0.281125026"
"CO","F","Denver","15JAN2012","parttime","          43","0.4888549114"
"UT","M","provo","07FEB2012","fulltime","          34","0.0169633878"
"CA","F","San Jose","11AUG2013","fulltime","          56","0.0521829967"
"AZ","F","Phoenix","06DEC2012","fulltime","          37","0.6189263387"
"AZ","M","Phoenix","15SEP2013","fulltime","          28","0.0959086451"
"WA","M","Seattle","18DEC2012","fulltime","          29","0.0721381731"
"CO","F","Denver","03APR2012","parttime","          28","0.0278850766"
"CA","M","San Francisco","10FEB2012","fulltime","          59","0.7032764436"
"ID","M","BOISE","19SEP2013","fulltime","          33","0.7492737913"
"NV","M","Las Vegas","30NOV2013","fulltime","          63"," 0.689036236"
"CA","F","San Francisco","30MAR2013","fulltime","          28"," 0.083179209"
"AZ","M","Phoenix","06MAY2014","fulltime","          29","0.2984602113"
"CA","M","San Francisco","05DEC2013","fulltime","          51","0.9812156372"
"ID","M","BOISE","03APR2012","fulltime","          34","0.5709764397"
"CA","F","San Jose","16JUL2012","fulltime","          29","0.8082423735"
"CA","M","San Francisco","16MAY2014","fulltime","          37","0.0817287947"
"CA","F","Los Angeles","04DEC2012","fulltime","          29","0.8014599405"
"CA","M","Los Angeles","19FEB2013","fulltime","          34","0.4464044587"
